Auction Title,Auction ID,Department,Close Date,Winning Bid,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status,Asset #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number,Cap,Expenses,Net Sales,Fund,Business Unit
Item 504,79688,ITS,41541,440.08,5.91,0.11,48.41,54.32,Successful,27314,72307,Dec-04,3303407644,3601871796,3000,0,385.76,General Fund,0
Item 505,77188,PUBLIC DEFENDER,41669,824.68,6.6,0.12,98.96,105.56,Successful,21554,70832,Dec-42,,Money Order,3000,0,719.12,General Fund,0
Item 506,72972,ITS,41696,592.94,9.4,0.24,142.31,151.71,Pending,52061,72953,Dec-55,,Money Order,3000,0,441.23,General Fund,0
Item 507,79786,SCHOOL BOARD WAREHOUSE,41684,174.91,10.08,0.1,17.49,27.57,Successful,43710,74193,,3421303755,3603590183,3000,0,147.34,Enterprise,0
Item 508,77090,ITS,41518,330.61,3.67,0.16,52.9,56.57,Failed,14078,"70130, 79140",,3183438448,Money Order,3000,0,274.04,General Fund,0
Item 509,75473,OFM,41569,557.23,10.76,0.26,144.88,155.64,Pending,30664,"79584, 71802",Dec-16,,3615510154,3000,0,401.59,General Fund,0
Item 510,76146,ITS,41695,662.67,11.2,0.29,192.17,203.37,Failed,37369,"78851, 77661, 72415",,,3646895310,3000,0,459.3,General Fund,0
Item 511,76406,PARKS,41620,442.53,3.89,0.26,115.06,118.95,Pending,63769,77849,Dec-55,,3673645917,3000,0,323.58,Restricted Fund,0
Item 512,73599,PUBLIC DEFENDER,41609,343.59,13.75,0.21,72.15,85.9,Successful,,"75645, 73928",Dec-96,,3696692740,3000,0,257.69,Restricted Fund,0
Item 513,76979,PUBLIC DEFENDER,41592,616.09,6.94,0.22,135.54,142.48,Pending,95494,"79716, 71722",,,Money Order,3000,0,473.61,Enterprise,0
Item 514,79609,PUBLIC DEFENDER,41537,525.5,8.22,0.12,63.06,71.28,Successful,52083,"73636, 73908",,,3687300863,3000,0,454.22,General Fund,0
Item 515,79217,GENERAL SERVICES,41602,230.05,8.26,0.28,64.41,72.67,Failed,79353,"79386, 78322",Dec-54,,3638819792,3000,0,157.38,General Fund,0
Item 516,72660,PUBLIC DEFENDER,41511,670.2,10.06,0.21,140.74,150.8,Failed,,76844,,,3625584718,3000,0,519.4,General Fund,0
Item 517,79555,OFM,41681,195.47,9.56,0.28,54.73,64.29,Pending,51159,"78443, 71742, 75195",Dec-82,,3691725462,3000,0,131.18,Enterprise,0
Item 518,79857,ITS,41506,947.98,4.49,0.11,104.28,108.77,Pending,96524,75805,Dec-00,3068553555,3651445465,3000,0,839.21,Restricted Fund,0
Item 519,76235,ITS,41588,333.26,12.35,0.28,93.31,105.66,Failed,45330,76718,Dec-30,3159682390,3672874336,3000,0,227.6,Restricted Fund,0
Item 520,73031,PARKS,41538,751.7,4.99,0.26,195.44,200.43,Failed,,79132,,3114382842,3628555088,3000,0,551.27,Enterprise,0
Item 521,73385,OFM,41608,13.37,12.61,0.13,1.74,14.35,Pending,90477,"79509, 71942, 77299",Dec-83,,3621186800,3000,0,-0.98,Enterprise,0
Item 522,73238,ITS,41622,803.02,0.91,0.13,104.39,105.3,Pending,,"72559, 77596",Dec-95,,3637415169,3000,0,697.72,Enterprise,0
Item 523,73601,GENERAL SERVICES,41535,603.08,0.19,0.11,66.34,66.53,Pending,50707,73681,,,3646844179,3000,0,536.55,Enterprise,0
Item 524,72447,PUBLIC DEFENDER,41650,952.91,12.67,0.22,209.64,222.31,Failed,84409,"79791, 77265",Dec-74,3400547418,3639513920,3000,0,730.6,General Fund,0
Item 525,71865,SCHOOL BOARD WAREHOUSE,41688,227.03,12.58,0.2,45.41,57.99,Failed,30219,"71880, 72192, 76810",Dec-32,3586455971,Money Order,3000,0,169.04,Restricted Fund,0
Item 526,72699,PUBLIC DEFENDER,41560,21.87,4.15,0.12,2.62,6.77,Successful,84590,73829,,,3664555071,3000,0,15.1,Restricted Fund,0
Item 527,75688,PUBLIC DEFENDER,41611,830.66,11.97,0.28,232.58,244.55,Pending,87912,"76685, 78326",,,3671325652,3000,0,586.11,Enterprise,0
Item 528,76169,OFM,41605,898.35,14.77,0.14,125.77,140.54,Failed,15206,"79011, 79494, 70762",,3094921340,Money Order,3000,0,757.81,Enterprise,0
Item 529,71372,OFM,41654,107.94,4.54,0.22,23.75,28.29,Successful,43517,"75401, 72291",,,3641047315,3000,0,79.65,Enterprise,0
Item 530,72849,PUBLIC DEFENDER,41575,445.93,7.11,0.12,53.51,60.62,Successful,,78645,Dec-23,,3641300922,3000,0,385.31,Restricted Fund,0
Item 531,73785,GENERAL SERVICES,41665,549.32,12.3,0.17,93.38,105.68,Failed,32482,"77566, 72580",,,Money Order,3000,0,443.64,General Fund,0
Item 532,76863,PARKS,41624,17.36,13.73,0.11,1.91,15.64,Successful,80929,"74363, 73473, 78629",DEC-1269,,3677215256,3000,0,1.72,Enterprise,0
Item 533,74882,ITS,41540,115,13.61,0.21,24.15,37.76,Successful,95046,"78377, 71257, 74638",,3270737007,Money Order,3000,0,77.24,Restricted Fund,0
Item 534,71996,OFM,41521,406.82,7.95,0.12,48.82,56.77,Successful,75070,75946,,,3619802131,3000,0,350.05,General Fund,0
Item 535,75450,OFM,41618,116.13,3.98,0.18,20.9,24.88,Successful,88547,"78562, 72822",Dec-32,,Money Order,3000,0,91.25,Restricted Fund,0
Item 536,73222,PUBLIC DEFENDER,41636,830.9,3.13,0.23,191.11,194.24,Pending,93863,"79468, 74270",Dec-42,,3623392493,3000,0,636.66,Enterprise,0
Item 537,71829,PARKS,41697,46.02,2.09,0.12,5.52,7.61,Pending,19923,78413,Dec-71,,Money Order,3000,0,38.41,Restricted Fund,0
Item 538,77777,ITS,41504,904.97,13.71,0.16,144.8,158.51,Failed,80034,"77309, 73547, 72622",Dec-25,,Money Order,3000,0,746.46,General Fund,0
Item 539,75957,GENERAL SERVICES,41666,879.58,1.29,0.23,202.3,203.59,Successful,21361,"77980, 79850, 71026",,3386961410,3671265466,3000,0,675.99,Restricted Fund,0
Item 540,73460,SCHOOL BOARD WAREHOUSE,41556,990.67,0.08,0.12,118.88,118.96,Failed,32908,"75051, 71088, 75934",,3076193807,Money Order,3000,0,871.71,Enterprise,0
Item 541,71915,PUBLIC DEFENDER,41694,213.79,4.57,0.27,57.72,62.29,Successful,85057,"73634, 79616, 76623",,3196107186,3662665948,3000,0,151.5,Restricted Fund,0
Item 542,74938,GENERAL SERVICES,41665,639.32,0,0.16,102.29,102.29,Pending,34293,"77962, 75474",Dec-23,3369356134,3674758749,3000,0,537.03,General Fund,0
Item 543,71684,ITS,41552,439.93,8.72,0.15,65.99,74.71,Failed,89111,71404,,,3696468049,3000,0,365.22,Restricted Fund,0
Item 544,73865,GENERAL SERVICES,41629,331.5,0.66,0.21,69.61,70.27,Pending,56740,"73776, 76708",,,3613635690,3000,0,261.23,Enterprise,0
Item 545,76699,GENERAL SERVICES,41532,255.33,13.28,0.25,63.83,77.11,Successful,54613,72668,Dec-96,,3662682916,3000,0,178.22,Enterprise,0
Item 546,75208,PARKS,41583,214.93,12.9,0.11,23.64,36.54,Failed,56136,"74325, 71224, 70939",DEC-1641,,3615035453,3000,0,178.39,Restricted Fund,0
Item 547,76770,OFM,41699,736.08,14.55,0.26,191.38,205.93,Failed,,"72537, 77029",,3267441668,3628625418,3000,0,530.15,Enterprise,0
Item 548,72264,ITS,41636,412.33,12.8,0.12,49.48,62.28,Successful,54493,78506,,3345886338,3602205945,3000,0,350.05,Restricted Fund,0
Item 549,77067,GENERAL SERVICES,41502,185.48,12,0.27,50.08,62.08,Successful,59989,"73986, 76094",Dec-08,,Money Order,3000,0,123.4,Restricted Fund,0
Item 550,77181,GENERAL SERVICES,41655,839.56,13,0.28,235.08,248.08,Successful,99601,77283,Dec-48,3425187217,3616173767,3000,0,591.48,General Fund,0
Item 551,70774,PUBLIC DEFENDER,41631,596.78,0.15,0.13,77.58,77.73,Failed,63303,72430,,,3696059457,3000,0,519.05,Enterprise,0
Item 552,72773,SCHOOL BOARD WAREHOUSE,41614,379.48,6.83,0.21,79.69,86.52,Pending,18590,78568,Dec-25,,Money Order,3000,0,292.96,Restricted Fund,0
Item 553,79688,GENERAL SERVICES,41584,987,5.13,0.26,256.62,261.75,Pending,91207,77986,Dec-28,,Money Order,3000,0,725.25,Restricted Fund,0
Item 554,71174,PARKS,41655,619.9,12.44,0.23,142.58,155.02,Successful,66637,"73174, 73287",Dec-30,,3601787487,3000,0,464.88,Enterprise,0
Item 555,79459,SCHOOL BOARD WAREHOUSE,41586,156.49,9.34,0.11,17.21,26.55,Pending,,"78287, 73100, 72349",Dec-53,,Money Order,3000,0,129.94,General Fund,0
Item 556,76617,PARKS,41672,24.6,8.25,0.22,5.41,13.66,Successful,57658,"79249, 78939",Dec-68,3056540679,3681427088,3000,0,10.94,Restricted Fund,0
Item 557,73517,ITS,41656,977.27,7.77,0.19,185.68,193.45,Failed,34948,"70928, 79819",,,3631161830,3000,0,783.82,Enterprise,0
Item 558,72475,OFM,41608,886.78,0.28,0.12,106.41,106.69,Failed,,70376,,,3668479014,3000,0,780.09,Enterprise,0
Item 559,74799,SCHOOL BOARD WAREHOUSE,41618,574.21,13.18,0.15,86.13,99.31,Successful,31827,78703,,3301635398,3650549448,3000,0,474.9,Enterprise,0
Item 560,72544,ITS,41638,840.64,12.41,0.25,210.16,222.57,Successful,99455,74648,,,3642714563,3000,0,618.07,General Fund,0
Item 561,70459,PARKS,41627,862.83,3.75,0.17,146.68,150.43,Successful,55227,"77030, 78586",Dec-23,,3641372933,3000,0,712.4,General Fund,0
Item 562,73796,PUBLIC DEFENDER,41597,717.09,11.84,0.16,114.73,126.57,Successful,,"77758, 79533",,3449601204,Money Order,3000,0,590.52,General Fund,0
Item 563,72177,PARKS,41501,234.82,9.94,0.19,44.62,54.56,Successful,58587,"79086, 71989",,3386337443,3698390234,3000,0,180.26,General Fund,0
Item 564,78161,SCHOOL BOARD WAREHOUSE,41581,806.81,0.4,0.28,225.91,226.31,Successful,34102,"73249, 72122",,,Money Order,3000,0,580.5,General Fund,0
Item 565,70791,OFM,41556,931.19,13.66,0.23,214.17,227.83,Failed,93676,78487,Dec-20,,3646182237,3000,0,703.36,Restricted Fund,0
Item 566,78088,OFM,41665,715.2,10.53,0.29,207.41,217.94,Successful,58677,"78553, 76165, 75759",Dec-13,,3622041550,3000,0,497.26,Enterprise,0
Item 567,76624,OFM,41580,39.82,2.65,0.25,9.96,12.61,Successful,87257,"76732, 71320, 76471",,,3624202166,3000,0,27.21,Restricted Fund,0
Item 568,71563,PARKS,41684,53.22,12.38,0.19,10.11,22.49,Pending,95820,"70586, 74497, 74422",Dec-89,3302972175,3644624130,3000,0,30.73,General Fund,0
Item 569,78325,PARKS,41544,777.87,14.65,0.26,202.25,216.9,Successful,52976,72071,,,Money Order,3000,0,560.97,General Fund,0
Item 570,75365,GENERAL SERVICES,41596,457.86,11.58,0.19,86.99,98.57,Pending,,"71397, 73099",Dec-59,,Money Order,3000,0,359.29,Enterprise,0
Item 571,78415,PARKS,41573,916.69,10.96,0.23,210.84,221.8,Successful,,"76205, 79151, 71963",,,3693845786,3000,0,694.89,Enterprise,0
Item 572,73724,SCHOOL BOARD WAREHOUSE,41688,200.94,10.96,0.26,52.24,63.2,Failed,,77978,,,3650271946,3000,0,137.74,Enterprise,0
Item 573,70243,OFM,41603,159,11.83,0.23,36.57,48.4,Successful,82070,"73523, 76912, 74854",,3088459429,Money Order,3000,0,110.6,General Fund,0
Item 574,72961,PARKS,41550,29.45,6.3,0.17,5.01,11.31,Failed,47145,70707,Dec-34,3260626492,3672070992,3000,0,18.14,General Fund,0
Item 575,77619,OFM,41624,444.32,10.17,0.17,75.53,85.7,Failed,58271,"72040, 79949, 76835",DEC-1551,,Money Order,3000,0,358.62,Enterprise,0
Item 576,77108,PARKS,41554,943.87,4.77,0.12,113.26,118.03,Pending,46377,70798,,,3670488038,3000,0,825.84,Enterprise,0
Item 577,79703,GENERAL SERVICES,41697,519.27,10.5,0.29,150.59,161.09,Failed,,"73234, 76343",Dec-53,3322175283,3615052689,3000,0,358.18,Restricted Fund,0
Item 578,79713,PARKS,41593,767.34,11.36,0.13,99.75,111.11,Failed,56545,"70277, 71054",DEC-1013,,3659299338,3000,0,656.23,General Fund,0
Item 579,74517,ITS,41543,333.28,10.8,0.28,93.32,104.12,Successful,,"70984, 74667, 78626",,,Money Order,3000,0,229.16,General Fund,0
Item 580,73538,OFM,41640,379.18,8.62,0.24,91,99.62,Pending,49801,"73843, 70185, 74685",,3195726653,3622495032,3000,0,279.56,Enterprise,0
Item 581,72918,PUBLIC DEFENDER,41650,159.77,9.77,0.12,19.17,28.94,Pending,68579,70569,Dec-69,,3663079311,3000,0,130.83,Restricted Fund,0
Item 582,78153,PARKS,41602,449.55,0.42,0.16,71.93,72.35,Successful,79191,"71111, 77535",,,3639115454,3000,0,377.2,Restricted Fund,0
Item 583,70124,OFM,41655,29.11,0.23,0.28,8.15,8.38,Successful,26900,73463,,,3630537945,3000,0,20.73,General Fund,0
Item 584,70709,OFM,41649,202.26,6.52,0.18,36.41,42.93,Failed,25267,70017,,3557487348,3659285935,3000,0,159.33,General Fund,0
Item 585,77765,ITS,41687,387.21,8.72,0.19,73.57,82.29,Successful,16942,"74974, 72661",Dec-36,,3653080406,3000,0,304.92,Enterprise,0
Item 586,75754,SCHOOL BOARD WAREHOUSE,41560,344.35,3.91,0.22,75.76,79.67,Successful,70864,"76657, 79148, 74851",,3062486922,3620496493,3000,0,264.68,Restricted Fund,0
Item 587,78725,PARKS,41500,210.56,5.47,0.15,31.58,37.05,Pending,30172,"72678, 72965",,,3614924769,3000,0,173.51,Restricted Fund,0
Item 588,77789,PARKS,41621,697.54,13.71,0.23,160.43,174.14,Successful,52101,71238,Dec-89,,3668243585,3000,0,523.4,Enterprise,0
Item 589,77062,GENERAL SERVICES,41700,841.95,10.83,0.24,202.07,212.9,Pending,76628,"79691, 77275, 79960",,3168406388,3663822555,3000,0,629.05,General Fund,0
Item 590,72952,PARKS,41662,353.9,3.65,0.25,88.47,92.12,Failed,,"70636, 75903, 75262",Dec-07,,Money Order,3000,0,261.78,Restricted Fund,0
Item 591,78193,SCHOOL BOARD WAREHOUSE,41697,703.81,14.22,0.14,98.53,112.75,Pending,83825,"78876, 70584, 78035",,,3623762628,3000,0,591.06,General Fund,0
Item 592,70193,PARKS,41683,908.87,5.13,0.17,154.51,159.64,Successful,21843,78570,Dec-02,,Money Order,3000,0,749.23,General Fund,0
Item 593,78024,SCHOOL BOARD WAREHOUSE,41572,615.9,6.52,0.29,178.61,185.13,Failed,47363,"76272, 78180, 77762",,3070012476,3642651036,3000,0,430.77,General Fund,0
Item 594,71175,PARKS,41598,70.75,1.64,0.1,7.08,8.72,Successful,57887,78799,Dec-92,,3617198177,3000,0,62.03,General Fund,0
Item 595,78130,OFM,41642,596.81,1.08,0.28,167.11,168.19,Pending,43251,"76610, 72316",Dec-09,,3683684324,3000,0,428.62,General Fund,0
Item 596,76648,PARKS,41654,52.19,10.02,0.18,9.39,19.41,Successful,,"75296, 74421",,,Money Order,3000,0,32.78,General Fund,0
Item 597,72363,ITS,41581,164.56,4.26,0.18,29.62,33.88,Failed,44473,78562,,,3674633337,3000,0,130.68,Enterprise,0
Item 598,70046,SCHOOL BOARD WAREHOUSE,41591,235.63,12.98,0.2,47.13,60.11,Successful,77140,71238,Dec-30,,Money Order,3000,0,175.52,Restricted Fund,0
Item 599,77288,PUBLIC DEFENDER,41534,884.47,12.65,0.27,238.81,251.46,Pending,72772,"76016, 75030, 78190",Dec-87,,3631480942,3000,0,633.01,General Fund,0
Item 600,71730,ITS,41624,714.28,7.49,0.2,142.86,150.35,Failed,12158,"71033, 74319",Dec-13,,3615251672,3000,0,563.93,Restricted Fund,0
Item 601,76478,PARKS,41684,731.07,10.7,0.12,87.73,98.43,Successful,75848,"73967, 78627, 79955",,,3697243188,3000,0,632.64,General Fund,0
Item 602,78848,GENERAL SERVICES,41596,139.23,7.41,0.29,40.38,47.79,Failed,23071,"70362, 73669",,,Money Order,3000,0,91.44,General Fund,0
Item 603,77173,SCHOOL BOARD WAREHOUSE,41594,714.7,13.46,0.29,207.26,220.72,Successful,16207,72873,Dec-47,,3665225370,3000,0,493.98,Enterprise,0
Item 604,70481,ITS,41700,749.01,14.99,0.18,134.82,149.81,Failed,80997,76506,Dec-89,,3647448561,3000,0,599.2,Restricted Fund,0
Item 605,72879,OFM,41615,921.3,12.88,0.29,267.18,280.06,Pending,94781,"79340, 71721",Dec-42,,3683562674,3000,0,641.24,General Fund,0
Item 606,76840,PARKS,41520,837.77,5.41,0.26,217.82,223.23,Successful,61526,79900,,,Money Order,3000,0,614.54,General Fund,0
Item 607,71902,OFM,41572,800.87,11.69,0.25,200.22,211.91,Failed,80062,"72151, 76306, 71626",Dec-40,,Money Order,3000,0,588.96,Restricted Fund,0
Item 608,74141,OFM,41562,108.04,11.61,0.15,16.21,27.82,Failed,90084,"76171, 70942, 77615",Dec-90,,Money Order,3000,0,80.22,Restricted Fund,0
Item 609,70308,ITS,41685,107.35,1.64,0.26,27.91,29.55,Pending,80945,79789,Dec-03,,3660980181,3000,0,77.8,Restricted Fund,0
Item 610,74957,GENERAL SERVICES,41520,494.98,8.68,0.22,108.9,117.58,Pending,57460,"72675, 70332",,,3600902468,3000,0,377.4,General Fund,0
Item 611,75782,OFM,41564,419.78,1.77,0.22,92.35,94.12,Failed,71575,"70188, 74353",Dec-33,3094429469,3650897494,3000,0,325.66,Restricted Fund,0
Item 612,78631,OFM,41671,50.3,1.75,0.12,6.04,7.79,Failed,29404,"71884, 76067",,3247512295,3605713856,3000,0,42.51,General Fund,0
Item 613,71681,PUBLIC DEFENDER,41518,600.33,11.13,0.21,126.07,137.2,Failed,,"72503, 71658, 77792",Dec-71,3597424213,3612405831,3000,0,463.13,Enterprise,0
Item 614,76753,SCHOOL BOARD WAREHOUSE,41515,324.77,12.57,0.13,42.22,54.79,Failed,16368,"72788, 78465",,,3671134270,3000,0,269.98,Restricted Fund,0
Item 615,73852,GENERAL SERVICES,41641,437.91,9.28,0.16,70.07,79.35,Failed,27779,78281,,,3661254897,3000,0,358.56,Restricted Fund,0
Item 616,74642,SCHOOL BOARD WAREHOUSE,41660,846.29,12.49,0.15,126.94,139.43,Failed,49933,78038,Dec-38,3235794154,3616127629,3000,0,706.86,General Fund,0
Item 617,78395,ITS,41687,251.55,13.99,0.2,50.31,64.3,Successful,,"71344, 70688, 71221",Dec-33,3315399981,3662519809,3000,0,187.25,Enterprise,0
Item 618,73583,PARKS,41605,565.58,5.44,0.15,84.84,90.28,Failed,,72333,Dec-28,,Money Order,3000,0,475.3,Enterprise,0
Item 619,77126,GENERAL SERVICES,41592,425.34,2.93,0.2,85.07,88,Pending,78980,"73019, 75097, 77037",,,Money Order,3000,0,337.34,General Fund,0
Item 620,75430,PARKS,41530,929.73,2.67,0.12,111.57,114.24,Pending,10384,"79030, 77985, 77297",,,Money Order,3000,0,815.49,Enterprise,0
Item 621,72159,ITS,41598,422.77,3.97,0.2,84.55,88.52,Successful,,"71101, 73377",,,3617182714,3000,0,334.25,General Fund,0
Item 622,73590,GENERAL SERVICES,41697,320.84,10.6,0.12,38.5,49.1,Failed,62699,78698,,3390518295,3611465843,3000,0,271.74,General Fund,0
Item 623,74261,OFM,41536,754.15,6.73,0.2,150.83,157.56,Failed,80899,72384,,3032787824,3614899123,3000,0,596.59,Enterprise,0
Item 624,73209,ITS,41642,35.64,0.02,0.23,8.2,8.22,Pending,28576,76926,DEC-1738,,3660601913,3000,0,27.42,General Fund,0
Item 625,79883,OFM,41649,806.17,9.82,0.27,217.67,227.49,Successful,,"78618, 74371, 78141",DEC-1501,,Money Order,3000,0,578.68,Restricted Fund,0
Item 626,72354,SCHOOL BOARD WAREHOUSE,41505,936.72,9.36,0.27,252.91,262.27,Failed,41989,76984,,,3648338019,3000,0,674.45,General Fund,0
Item 627,79586,PARKS,41570,489.56,3.83,0.11,53.85,57.68,Successful,,"76940, 78948",Dec-80,,3666077818,3000,0,431.88,Enterprise,0
Item 628,74081,OFM,41665,164.75,4.01,0.22,36.24,40.25,Pending,26217,"73591, 77117, 70246",Dec-40,,3600039749,3000,0,124.5,General Fund,0
Item 629,71765,PUBLIC DEFENDER,41514,845.92,12.45,0.2,169.18,181.63,Pending,,70556,,,3673581475,3000,0,664.29,General Fund,0
Item 630,79984,OFM,41561,694.54,6.2,0.25,173.63,179.83,Successful,13314,"74047, 79046",,,3676080862,3000,0,514.71,Enterprise,0
Item 631,71795,GENERAL SERVICES,41565,480.68,14,0.12,57.68,71.68,Failed,,"75872, 70527, 77927",Dec-91,,3637838171,3000,0,409,Enterprise,0
Item 632,77299,SCHOOL BOARD WAREHOUSE,41571,138.78,14.56,0.26,36.08,50.64,Pending,16823,"79323, 73577",,,3659621534,3000,0,88.14,General Fund,0
Item 633,79139,SCHOOL BOARD WAREHOUSE,41700,352.46,10.67,0.18,63.44,74.11,Pending,33893,72429,Dec-74,,3678342319,3000,0,278.35,General Fund,0
Item 634,72370,PUBLIC DEFENDER,41550,621.71,3.64,0.16,99.47,103.11,Successful,98238,"70405, 76124, 72002",Dec-67,,3660203662,3000,0,518.6,General Fund,0
Item 635,72057,SCHOOL BOARD WAREHOUSE,41519,871.32,12.57,0.22,191.69,204.26,Successful,12658,76563,,3536233455,3666025123,3000,0,667.06,Enterprise,0
Item 636,72443,ITS,41678,242.48,2.07,0.16,38.8,40.87,Successful,58882,79149,,,3615427495,3000,0,201.61,General Fund,0
Item 637,72221,PARKS,41587,421.91,10.44,0.11,46.41,56.85,Pending,18085,"70382, 72843, 72839",Dec-27,,3616319256,3000,0,365.06,Enterprise,0
Item 638,74637,SCHOOL BOARD WAREHOUSE,41592,595.04,3.45,0.17,101.16,104.61,Pending,59477,"74083, 79851",Dec-12,3143236937,Money Order,3000,0,490.43,Enterprise,0
Item 639,78442,PUBLIC DEFENDER,41505,205.79,10.04,0.22,45.27,55.31,Successful,73761,"77904, 73907, 70573",Dec-98,,3685841353,3000,0,150.48,Enterprise,0
Item 640,70707,OFM,41611,893,11.93,0.28,250.04,261.97,Pending,58804,77605,Dec-95,3038517402,3630397062,3000,0,631.03,Enterprise,0
Item 641,75050,GENERAL SERVICES,41541,82.05,2.74,0.21,17.23,19.97,Pending,96320,"79345, 77250",,,3610742054,3000,0,62.08,General Fund,0
Item 642,71560,PARKS,41647,839.93,8.19,0.12,100.79,108.98,Pending,,"75736, 71232, 78955",Dec-70,3022153101,3661230993,3000,0,730.95,General Fund,0
Item 643,77701,PARKS,41675,726.68,9.17,0.27,196.2,205.37,Failed,55445,"75442, 70651, 77752",,,3666610684,3000,0,521.31,General Fund,0
Item 644,79176,ITS,41599,413.52,3.58,0.14,57.89,61.47,Successful,95906,"70063, 75578",,,Money Order,3000,0,352.05,Restricted Fund,0
Item 645,78552,GENERAL SERVICES,41679,499.57,11.78,0.12,59.95,71.73,Successful,64268,"74995, 76996",,,3607072177,3000,0,427.84,General Fund,0
Item 646,78592,ITS,41524,135.05,1.44,0.21,28.36,29.8,Successful,,76675,Dec-24,,3605965264,3000,0,105.25,Enterprise,0
Item 647,70859,SCHOOL BOARD WAREHOUSE,41564,362.53,10.4,0.29,105.13,115.53,Successful,,75684,DEC-1226,,3682733987,3000,0,247,Enterprise,0
Item 648,72621,PARKS,41553,691.43,3.31,0.17,117.54,120.85,Successful,99626,"77517, 77681",Dec-92,,3651824492,3000,0,570.58,General Fund,0
Item 649,76852,PUBLIC DEFENDER,41547,884.85,3.27,0.16,141.58,144.85,Pending,91566,70894,Dec-22,3527118356,3671889747,3000,0,740,Enterprise,0
Item 650,78702,PUBLIC DEFENDER,41652,388.26,8.09,0.21,81.53,89.62,Pending,23523,"77797, 76529",,3302684926,Money Order,3000,0,298.64,Restricted Fund,0
Item 651,76893,PUBLIC DEFENDER,41653,711.42,13.93,0.11,78.26,92.19,Pending,,78206,,,3642454443,3000,0,619.23,Enterprise,0
Item 652,71238,SCHOOL BOARD WAREHOUSE,41633,73.3,7.74,0.27,19.79,27.53,Pending,,"72615, 78540, 72553",,3067528302,3602897131,3000,0,45.77,Enterprise,0
Item 653,75248,SCHOOL BOARD WAREHOUSE,41524,310.07,1.23,0.25,77.52,78.75,Failed,73770,"76342, 79128, 76925",,,Money Order,3000,0,231.32,Enterprise,0
Item 654,72154,PUBLIC DEFENDER,41670,593.15,3.79,0.19,112.7,116.49,Failed,,72083,DEC-1722,,3697894211,3000,0,476.66,General Fund,0
Item 655,79215,ITS,41672,678.55,1.78,0.18,122.14,123.92,Pending,42718,79476,Dec-36,,3601781829,3000,0,554.63,General Fund,0
Item 656,79768,ITS,41583,216.48,14.13,0.1,21.65,35.78,Failed,91245,"74333, 75024, 74027",Dec-44,3284682671,3615535961,3000,0,180.7,General Fund,0
Item 657,79773,PARKS,41681,102.13,2.96,0.24,24.51,27.47,Successful,85235,"76401, 71822",,3223316187,Money Order,3000,0,74.66,Enterprise,0
Item 658,78891,ITS,41641,333.55,5.79,0.27,90.06,95.85,Failed,92072,"73970, 75468, 74229",Dec-99,,3666789620,3000,0,237.7,Restricted Fund,0
Item 659,70296,OFM,41552,124.16,5.85,0.14,17.38,23.23,Failed,63285,"76646, 70256, 72354",,,3686662788,3000,0,100.93,General Fund,0
Item 660,79698,SCHOOL BOARD WAREHOUSE,41507,867.21,11.13,0.23,199.46,210.59,Pending,55831,72668,Dec-45,,3640550996,3000,0,656.62,Restricted Fund,0
Item 661,70963,OFM,41657,142.35,9.23,0.22,31.32,40.55,Pending,,"73548, 74129, 77755",Dec-83,3151686432,3637808399,3000,0,101.8,Enterprise,0
Item 662,76877,SCHOOL BOARD WAREHOUSE,41656,624.04,5.65,0.16,99.85,105.5,Successful,,"70937, 79953, 78410",Dec-12,,3683718131,3000,0,518.54,Enterprise,0
Item 663,71428,SCHOOL BOARD WAREHOUSE,41568,336.71,4.79,0.25,84.18,88.97,Successful,36187,"77792, 78535",Dec-01,,3602215105,3000,0,247.74,Enterprise,0
Item 664,74148,OFM,41660,952.37,2.83,0.12,114.28,117.11,Successful,,"79221, 75953",Dec-97,3419884031,3613821016,3000,0,835.26,General Fund,0
Item 665,74914,OFM,41581,606.45,4.4,0.28,169.81,174.21,Failed,,70776,,,Money Order,3000,0,432.24,Enterprise,0
Item 666,78735,OFM,41699,159.68,9.15,0.13,20.76,29.91,Successful,47250,"76753, 73727",,,Money Order,3000,0,129.77,Restricted Fund,0
Item 667,78070,SCHOOL BOARD WAREHOUSE,41550,323.92,3.87,0.27,87.46,91.33,Failed,78343,75689,,,Money Order,3000,0,232.59,Enterprise,0
Item 668,75124,ITS,41510,150.9,12.82,0.22,33.2,46.02,Failed,,"71613, 73870, 78510",Dec-34,3529268218,3651749578,3000,0,104.88,Restricted Fund,0
Item 669,71617,SCHOOL BOARD WAREHOUSE,41566,203.41,13.76,0.1,20.34,34.1,Pending,97167,"77466, 76306",,,3647182216,3000,0,169.31,Restricted Fund,0
Item 670,72077,OFM,41580,910.97,9.12,0.19,173.08,182.2,Pending,88326,"70508, 76657, 74908",,,3689281903,3000,0,728.77,Enterprise,0
Item 671,77296,ITS,41556,684.46,4.15,0.17,116.36,120.51,Failed,75022,"76054, 74682, 73118",,,Money Order,3000,0,563.95,Restricted Fund,0
Item 672,76935,PUBLIC DEFENDER,41614,822.2,14.32,0.21,172.66,186.98,Pending,,"71979, 72242",Dec-60,3060010459,Money Order,3000,0,635.22,Restricted Fund,0
Item 673,77188,OFM,41511,65.67,11.24,0.12,7.88,19.12,Successful,78200,"73160, 72233",Dec-44,,Money Order,3000,0,46.55,General Fund,0
